"","quoll1","quoll2","period","prox","cr","cs.Do","cs.De","cs.Cs","cs.p.Attract","cs.p.Avoid","ca"
"164","Myrtle","Juniper","Release",0,0.298923164972926,2156.42039672774,2166.75033921428,0.00238943662360005,0.4609375,0.5771484375,0
"165","Myrtle","Korra","Release",0,0.26655577475787,2205.34138307679,2206.4263641273,0.000245928868579945,0.61767578125,0.41552734375,0
"166","Myrtle","Luaner","Release",0,-0.138437149082654,646.901428523534,629.020085427299,-0.0140144537894553,0.0486536026000977,0.95515251159668,0
"167","Myrtle","Nova","Release",0,0.480262180847506,1887.41420320506,1883.92414176319,-0.000925417218671343,0.578125,0.5,0
"168","Myrtle","Olive","Release",0,0.157761640449815,1403.00854539474,1392.79323902734,-0.00365380207721302,0.665725708007812,0.352859497070313,0
"169","Myrtle","Pandora","Release",0,-0.193353634843282,2330.11329506972,2316.06372376324,-0.00302389927235383,0.951171875,0.064453125,0
"170","Nova","Ebony","Release",0.25,0.00719273405390603,741.783992259909,874.520481567172,0.0821234436064943,0.0546875,0.9609375,0.0174672489082969
"171","Nova","Eevee","Release",0,-0.478886186242373,583.643969180179,683.182440787159,0.078573094801162,0.21875,0.84375,0
"172","Nova","Indianna","Release",0,-0.143678408160793,1985.56297540471,1963.60183778231,-0.00556095748373549,0.65625,0.421875,0
"173","Nova","Juniper","Release",0,0.254059003785557,803.242110009123,763.349529992718,-0.0254645684285399,0.6875,0.40625,0
"174","Nova","Korra","Release",0.2,0.792636448143875,683.453960150077,858.166883569437,0.113330670204111,0.15625,0.90625,0.03125
"175","Nova","Luaner","Release",0.0909090909090909,-0.380102885355593,1096.63652467081,1326.24446106687,0.0947664939993526,0.1201171875,0.89697265625,0.0206185567010309
"176","Nova","Myrtle","Release",0,0.480262180847506,1887.41420320506,1883.92414176319,-0.000925417218671403,0.578125,0.5,0
"177","Nova","Olive","Release",0.0714285714285714,-0.117417409917854,854.982842964382,1061.07943596238,0.107562575217254,0.0338134765625,0.97100830078125,0.0273972602739726
"178","Nova","Pandora","Release",0,0.501514311968708,756.664698271845,1157.03678850035,0.209213449953371,0.048828125,0.962890625,0
"179","Olive","Ebony","Release",0,0.27941122674707,710.626030261126,804.658987267763,0.0620562837478489,0.0215835571289063,0.980754852294922,0
"180","Olive","Eevee","Release",0,-0.362230890787882,885.75754991571,737.67247438104,-0.0912174059358168,0.9932861328125,0.00830078125,0
"181","Olive","Indianna","Release",0.0434782608695652,0.0870420341362994,1120.97021607614,1160.09604445474,0.0171524295701499,0.354507088661194,0.65656042098999,0.0122699386503067
"182","Olive","Juniper","Release",0,0.20041763919625,1604.70405057015,1589.00710669935,-0.0049149541388786,0.76953125,0.2734375,0
"183","Olive","Korra","Release",0,0.0120667909547999,1315.27345544766,1339.10895664131,0.00897967869478597,0.27081298828125,0.74920654296875,0
"184","Olive","Luaner","Release",0,0.059398346242699,1069.92039562221,1141.46886726611,0.0323545351533662,0.0282133221626282,0.973679602146149,0
"185","Olive","Myrtle","Release",0,0.157761640449815,1403.00854539474,1392.79323902734,-0.00365380207721302,0.334274291992188,0.683914184570312,0
