"","order","collar","quoll","microchip","name","morph","cohort","gmt","aest","latitude","longitude","easting","northing","altitude","duration","temp","dop","satellites","deployment","trap","date_time","date","day","min_temp","max_temp","precip","moon","study","date_time_12hr","date_12hr","day_12hr","night_12hr","period","id","nvis_habitat","mfws_habitat","fence"
"385",1726,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 13:45:00,2018-06-10 23:45:00,-35.1717119,149.1654307,697201.274,6105767.292,655.48,34,31,0.8,9,"Field","Free",2018-06-10 23:45:00,2018-06-10,2018-06-10,"15.1","3.4","1.4",18.6,"Yes","2018-06-10 11:45:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"386",1727,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 14:00:00,2018-06-11,-35.1717049,149.1653745,697196.172,6105768.18,644.43,14,31,1.4,7,"Field","Free",2018-06-11,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 12:00:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"387",1728,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 14:15:00,2018-06-11 00:15:00,-35.1716552,149.1657486,697230.366,6105772.951,662.67,2,22.5,0.8,8,"Field","Free",2018-06-11 00:15:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 12:15:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"388",1729,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 14:30:00,2018-06-11 00:30:00,-35.1711668,149.1665253,697302.29,6105825.586,659.71,2,19,1.2,6,"Field","Free",2018-06-11 00:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 12:30:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"389",1733,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 15:30:00,2018-06-11 01:30:00,-35.1709999,149.1664105,697292.237,6105844.327,644.32,13,22,2,6,"Field","Free",2018-06-11 01:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 13:30:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"390",1734,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 15:45:00,2018-06-11 01:45:00,-35.1711761,149.1662939,697281.191,6105825.014,653.04,1,18,2.4,5,"Field","Free",2018-06-11 01:45:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 13:45:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"391",1739,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 17:00:00,2018-06-11 03:00:00,-35.1715712,149.1665995,697308.071,6105780.58,655.06,2,21.5,2,5,"Field","Free",2018-06-11 03:00:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 15:00:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"392",1740,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 17:15:00,2018-06-11 03:15:00,-35.1715623,149.1666351,697311.335,6105781.497,663.39,2,24,1.8,5,"Field","Free",2018-06-11 03:15:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 15:15:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"393",1747,4,35,"D716","Eevee","Fawn","Resident",2018-06-11 19:00:00,2018-06-11 05:00:00,-35.1702985,149.1665728,697308.716,6105921.809,662.75,29,18.5,1.4,5,"Field","Free",2018-06-11 05:00:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-10 17:00:00",2018-06-10,161,4,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"394",1759,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 07:45:00,2018-06-11 17:45:00,-35.1682405,149.1685911,697497.53,6106146.087,663.91,39,21.5,2.6,5,"Field","Free",2018-06-11 17:45:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 05:45:00",2018-06-11,162,5,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"395",1770,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 10:30:00,2018-06-11 20:30:00,-35.1754173,149.1649021,697144.177,6105357.315,648.42,35,20,1.2,6,"Field","Free",2018-06-11 20:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 08:30:00",2018-06-11,162,5,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"396",1772,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 11:00:00,2018-06-11 21:00:00,-35.1709892,149.1663728,697288.829,6105845.589,646,5,21,1.2,6,"Field","Free",2018-06-11 21:00:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 09:00:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"397",1773,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 11:15:00,2018-06-11 21:15:00,-35.1709169,149.1664153,697292.875,6105853.525,681.69,2,20,1.6,5,"Field","Free",2018-06-11 21:15:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 09:15:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"398",1774,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 11:30:00,2018-06-11 21:30:00,-35.171699,149.165175,697178.015,6105769.23,640.14,1,19.5,1.4,6,"Field","Free",2018-06-11 21:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 09:30:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"399",1775,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 11:45:00,2018-06-11 21:45:00,-35.1717453,149.1653571,697194.489,6105763.733,665.84,5,26,1.4,6,"Field","Free",2018-06-11 21:45:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 09:45:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"400",1776,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 12:00:00,2018-06-11 22:00:00,-35.1717501,149.1653593,697194.678,6105763.196,654.67,3,26.5,1.8,5,"Field","Free",2018-06-11 22:00:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 10:00:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"401",1777,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 12:15:00,2018-06-11 22:15:00,-35.1717578,149.1653158,697190.697,6105762.429,663.87,2,27,1.6,5,"Field","Free",2018-06-11 22:15:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 10:15:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"402",1778,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 12:30:00,2018-06-11 22:30:00,-35.1716911,149.1653721,697195.987,6105769.716,669.16,34,29,1.8,5,"Field","Free",2018-06-11 22:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 10:30:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"403",1780,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 13:00:00,2018-06-11 23:00:00,-35.1717278,149.1653874,697197.291,6105765.614,658.18,36,29.5,1,7,"Field","Free",2018-06-11 23:00:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 11:00:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"404",1781,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 13:15:00,2018-06-11 23:15:00,-35.1716747,149.1654985,697207.539,6105771.284,650.91,2,26,2.2,5,"Field","Free",2018-06-11 23:15:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 11:15:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"405",1782,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 13:30:00,2018-06-11 23:30:00,-35.1721067,149.1657785,697231.998,6105722.808,617.62,1,20.5,1.6,5,"Field","Free",2018-06-11 23:30:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 11:30:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"406",1783,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 13:45:00,2018-06-11 23:45:00,-35.1719716,149.1654528,697202.659,6105738.441,701.39,2,23.5,2.2,5,"Field","Free",2018-06-11 23:45:00,2018-06-11,2018-06-11,"14.4","0.8","0",10.8,"Yes","2018-06-11 11:45:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"407",1786,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 14:30:00,2018-06-12 00:30:00,-35.1702624,149.164988,697164.453,6105928.958,652.81,14,26,1.6,5,"Field","Free",2018-06-12 00:30:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 12:30:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"408",1787,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 14:45:00,2018-06-12 00:45:00,-35.1702865,149.1648936,697155.796,6105926.472,668.11,37,29,1.6,5,"Field","Free",2018-06-12 00:45:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 12:45:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"409",1788,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 15:00:00,2018-06-12 01:00:00,-35.171,149.1664592,697296.673,6105844.22,658.19,5,20.5,1.8,5,"Field","Free",2018-06-12 01:00:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 13:00:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"410",1789,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 15:15:00,2018-06-12 01:15:00,-35.1709806,149.166493,697299.798,6105846.305,662.98,4,17,2.2,5,"Field","Free",2018-06-12 01:15:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 13:15:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"411",1794,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 16:30:00,2018-06-12 02:30:00,-35.1696269,149.1638969,697066.605,6106001.615,664.33,2,17,2.2,5,"Field","Free",2018-06-12 02:30:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 14:30:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"412",1795,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 16:45:00,2018-06-12 02:45:00,-35.168622,149.1649512,697165.063,6106110.994,668.06,3,17,2.2,5,"Field","Free",2018-06-12 02:45:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 14:45:00",2018-06-11,162,5,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"413",1796,4,35,"D716","Eevee","Fawn","Resident",2018-06-12 17:00:00,2018-06-12 03:00:00,-35.1708385,149.1665003,697300.807,6105862.053,662.78,5,17,2.2,5,"Field","Free",2018-06-12 03:00:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-11 15:00:00",2018-06-11,162,5,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"414",1818,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 08:15:00,2018-06-12 18:15:00,-35.1754318,149.1650941,697161.629,6105355.325,649.6,33,18,1,7,"Field","Free",2018-06-12 18:15:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 06:15:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"415",1819,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 08:30:00,2018-06-12 18:30:00,-35.1753279,149.1648661,697141.114,6105367.303,653.8,10,17,1.4,6,"Field","Free",2018-06-12 18:30:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 06:30:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"416",1820,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 08:45:00,2018-06-12 18:45:00,-35.1754365,149.1648325,697137.791,6105355.323,648.86,12,18.5,1,7,"Field","Free",2018-06-12 18:45:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 06:45:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"417",1822,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 09:15:00,2018-06-12 19:15:00,-35.1756805,149.1648326,697137.211,6105328.257,660.8,2,17.5,1.2,7,"Field","Free",2018-06-12 19:15:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 07:15:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"418",1823,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 09:30:00,2018-06-12 19:30:00,-35.1755793,149.1650416,697156.491,6105339.068,648.95,2,17,1.4,7,"Field","Free",2018-06-12 19:30:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 07:30:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"419",1824,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 09:45:00,2018-06-12 19:45:00,-35.1754909,149.1648022,697134.9,6105349.349,659.39,6,18,2.2,5,"Field","Free",2018-06-12 19:45:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 07:45:00",2018-06-12,163,6,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"420",1826,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 10:15:00,2018-06-12 20:15:00,-35.1701529,149.1673387,697378.829,6105936.439,663.1,4,21.5,1.8,5,"Field","Free",2018-06-12 20:15:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 08:15:00",2018-06-12,163,6,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"421",1828,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 10:45:00,2018-06-12 20:45:00,-35.1701298,149.167254,697371.17,6105939.17,659.8,4,21,1.4,6,"Field","Free",2018-06-12 20:45:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 08:45:00",2018-06-12,163,6,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"422",1829,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 11:00:00,2018-06-12 21:00:00,-35.1701005,149.1672144,697367.634,6105942.499,664.42,5,20,1.2,6,"Field","Free",2018-06-12 21:00:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 09:00:00",2018-06-12,163,6,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"423",1831,4,35,"D716","Eevee","Fawn","Resident",2018-06-13 11:30:00,2018-06-12 21:30:00,-35.1731935,149.1621291,696896.982,6105609.489,670.43,8,22,1.2,6,"Field","Free",2018-06-12 21:30:00,2018-06-12,2018-06-12,"10.9","0.3","2.2000000000000002",4.7,"Yes","2018-06-12 09:30:00",2018-06-12,163,6,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"424",1875,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 08:15:00,2018-06-13 18:15:00,-35.1755109,149.1653755,697187.067,6105345.993,612.85,52,19.5,2,5,"Field","Free",2018-06-13 18:15:00,2018-06-13,2018-06-13,"14.1","5","1.4",1,"Yes","2018-06-13 06:15:00",2018-06-13,164,7,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"425",1879,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 09:15:00,2018-06-13 19:15:00,-35.1757035,149.1648686,697140.434,6105325.634,650.23,2,18,1.8,5,"Field","Free",2018-06-13 19:15:00,2018-06-13,2018-06-13,"14.1","5","1.4",1,"Yes","2018-06-13 07:15:00",2018-06-13,164,7,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"426",1881,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 09:45:00,2018-06-13 19:45:00,-35.1709823,149.166442,697295.149,6105846.217,667.92,2,24.5,2,5,"Field","Free",2018-06-13 19:45:00,2018-06-13,2018-06-13,"14.1","5","1.4",1,"Yes","2018-06-13 07:45:00",2018-06-13,164,7,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"427",1882,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 10:00:00,2018-06-13 20:00:00,-35.1712686,149.1655508,697213.284,6105816.227,638.47,1,21,2,5,"Field","Free",2018-06-13 20:00:00,2018-06-13,2018-06-13,"14.1","5","1.4",1,"Yes","2018-06-13 08:00:00",2018-06-13,164,7,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"428",1883,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 10:15:00,2018-06-13 20:15:00,-35.1708213,149.1645372,697122.042,6105867.855,648.14,2,17,1.8,5,"Field","Free",2018-06-13 20:15:00,2018-06-13,2018-06-13,"14.1","5","1.4",1,"Yes","2018-06-13 08:15:00",2018-06-13,164,7,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"429",1901,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 14:45:00,2018-06-14 00:45:00,-35.1724478,149.1625462,696936.771,6105691.38,654.18,1,23,2.2,5,"Field","Free",2018-06-14 00:45:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 12:45:00",2018-06-13,164,7,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"430",1908,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 16:30:00,2018-06-14 02:30:00,-35.167019,149.1671357,697367.916,6106284.474,680.91,1,18,2,6,"Field","Free",2018-06-14 02:30:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 14:30:00",2018-06-13,164,7,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"431",1909,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 16:45:00,2018-06-14 02:45:00,-35.1681617,149.1672844,697378.698,6106157.423,676.3,6,22,2.2,5,"Field","Free",2018-06-14 02:45:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 14:45:00",2018-06-13,164,7,"Baseline",27,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"432",1910,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 17:00:00,2018-06-14 03:00:00,-35.1681121,149.1672169,697372.669,6106163.059,659.81,39,29.5,1.8,5,"Field","Free",2018-06-14 03:00:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 15:00:00",2018-06-13,164,7,"Baseline",27,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"433",1911,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 17:15:00,2018-06-14 03:15:00,-35.1681256,149.1672602,697376.581,6106161.476,659.42,2,29,2,5,"Field","Free",2018-06-14 03:15:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 15:15:00",2018-06-13,164,7,"Baseline",27,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"434",1921,4,35,"D716","Eevee","Fawn","Resident",2018-06-14 19:45:00,2018-06-14 05:45:00,-35.1668647,149.1681727,697462.747,6106299.531,673.95,7,20,1.6,5,"Field","Free",2018-06-14 05:45:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-13 17:45:00",2018-06-13,164,7,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"435",1939,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 10:00:00,2018-06-14 20:00:00,-35.171061,149.1664519,697295.86,6105837.468,652.05,17,18,1.8,5,"Field","Free",2018-06-14 20:00:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-14 08:00:00",2018-06-14,165,8,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"436",1940,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 10:15:00,2018-06-14 20:15:00,-35.1710187,149.1664612,697296.81,6105842.141,655.25,13,20.5,2.2,5,"Field","Free",2018-06-14 20:15:00,2018-06-14,2018-06-14,"12.1","6","0",0.1,"Yes","2018-06-14 08:15:00",2018-06-14,165,8,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"437",1960,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 15:15:00,2018-06-15 01:15:00,-35.1710199,149.1644527,697113.866,6105845.993,655.05,35,24.5,2,5,"Field","Free",2018-06-15 01:15:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-14 13:15:00",2018-06-14,165,8,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"438",1967,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 17:00:00,2018-06-15 03:00:00,-35.1673122,149.1683657,697479.245,6106249.508,659.04,53,22.5,1.8,5,"Field","Free",2018-06-15 03:00:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-14 15:00:00",2018-06-14,165,8,"Baseline",49,"Tussock Grasslands","Grassland","Inside"
"439",1968,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 17:15:00,2018-06-15 03:15:00,-35.1686273,149.1707551,697693.704,6106098.88,1618.65,11,23,2,5,"Field","Free",2018-06-15 03:15:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-14 15:15:00",2018-06-14,165,8,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"440",1969,4,35,"D716","Eevee","Fawn","Resident",2018-06-15 17:30:00,2018-06-15 03:30:00,-35.1675863,149.1689715,697533.762,6106217.899,695.74,12,28,2,5,"Field","Free",2018-06-15 03:30:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-14 15:30:00",2018-06-14,165,8,"Baseline",49,"Tussock Grasslands","Grassland","Inside"
"441",1989,4,35,"D716","Eevee","Fawn","Resident",2018-06-16 08:14:00,2018-06-15 18:14:00,-35.1669135,149.1682157,697466.546,6106294.032,690.57,2,17.5,2.4,5,"Field","Free",2018-06-15 18:14:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-15 06:14:00",2018-06-15,166,9,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"442",1990,4,35,"D716","Eevee","Fawn","Resident",2018-06-16 08:30:00,2018-06-15 18:30:00,-35.166894,149.1680882,697454.979,6106296.448,667.61,11,23.5,2.2,5,"Field","Free",2018-06-15 18:30:00,2018-06-15,2018-06-15,"10.9","7.1","0.8",2.1,"Yes","2018-06-15 06:30:00",2018-06-15,166,9,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"443",2052,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 09:45:00,2018-06-16 19:45:00,-35.1710799,149.1664142,697292.381,6105835.446,656.03,51,22.5,2,5,"Field","Free",2018-06-16 19:45:00,2018-06-16,2018-06-16,"9.9","4.5999999999999996","3.8",7.1,"Yes","2018-06-16 07:45:00",2018-06-16,167,10,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"444",2064,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 12:45:00,2018-06-16 22:45:00,-35.175483,149.1647855,697133.398,6105350.258,648.49,53,21,2.6,5,"Field","Free",2018-06-16 22:45:00,2018-06-16,2018-06-16,"9.9","4.5999999999999996","3.8",7.1,"Yes","2018-06-16 10:45:00",2018-06-16,167,10,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"445",2067,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 13:30:00,2018-06-16 23:30:00,-35.1739109,149.1655493,697206.763,6105523.13,644.29,4,25.5,2,5,"Field","Free",2018-06-16 23:30:00,2018-06-16,2018-06-16,"9.9","4.5999999999999996","3.8",7.1,"Yes","2018-06-16 11:30:00",2018-06-16,167,10,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"446",2068,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 13:45:00,2018-06-16 23:45:00,-35.1739605,149.1655041,697202.526,6105517.718,646.9,2,25.5,1.8,5,"Field","Free",2018-06-16 23:45:00,2018-06-16,2018-06-16,"9.9","4.5999999999999996","3.8",7.1,"Yes","2018-06-16 11:45:00",2018-06-16,167,10,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"447",2081,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 17:00:00,2018-06-17 03:00:00,-35.1709891,149.1663254,697284.512,6105845.694,663.39,1,21.5,1.8,5,"Field","Free",2018-06-17 03:00:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-16 15:00:00",2018-06-16,167,10,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"448",2082,4,35,"D716","Eevee","Fawn","Resident",2018-06-17 17:15:00,2018-06-17 03:15:00,-35.1710662,149.1665117,697301.295,6105836.772,675.55,3,20,2,5,"Field","Free",2018-06-17 03:15:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-16 15:15:00",2018-06-16,167,10,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"449",2102,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 08:00:00,2018-06-17 18:00:00,-35.1753795,149.1658865,697233.926,6105359.555,652.63,33,17,1.4,6,"Field","Free",2018-06-17 18:00:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 06:00:00",2018-06-17,168,11,"Baseline",1,"Regrowth, modified native vegetation","Regrowth","Inside"
"450",2103,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 08:15:00,2018-06-17 18:15:00,-35.1754031,149.1652466,697175.588,6105358.206,647.18,11,19,1.8,5,"Field","Free",2018-06-17 18:15:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 06:15:00",2018-06-17,168,11,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"451",2104,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 08:30:00,2018-06-17 18:30:00,-35.1754472,149.1651224,697164.169,6105353.561,648.92,13,17,1,6,"Field","Free",2018-06-17 18:30:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 06:30:00",2018-06-17,168,11,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
