"","order","collar","quoll","microchip","name","morph","cohort","gmt","aest","latitude","longitude","easting","northing","altitude","duration","temp","dop","satellites","deployment","trap","date_time","date","day","min_temp","max_temp","precip","moon","study","date_time_12hr","date_12hr","day_12hr","night_12hr","period","id","nvis_habitat","mfws_habitat","fence"
"452",2115,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 11:15:00,2018-06-17 21:15:00,-35.16945,149.168192,697458.251,6106012.715,669.62,2,17.5,2.2,5,"Field","Free",2018-06-17 21:15:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 09:15:00",2018-06-17,168,11,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"453",2121,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 12:45:00,2018-06-17 22:45:00,-35.1654382,149.174926,698081.353,6106444.332,665.95,4,20.5,1.4,6,"Field","Free",2018-06-17 22:45:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 10:45:00",2018-06-17,168,11,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"454",2124,4,35,"D716","Eevee","Fawn","Resident",2018-06-18 13:30:00,2018-06-17 23:30:00,-35.1669103,149.1681896,697464.176,6106294.439,680.66,7,20.5,1.8,5,"Field","Free",2018-06-17 23:30:00,2018-06-17,2018-06-17,"8.5","2.2000000000000002","1.4",14.6,"Yes","2018-06-17 11:30:00",2018-06-17,168,11,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"455",2161,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 08:30:00,2018-06-18 18:30:00,-35.1672061,149.1678326,697430.943,6106262.336,670.54,2,22,1.4,5,"Field","Free",2018-06-18 18:30:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 06:30:00",2018-06-18,169,12,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"456",2166,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 09:45:00,2018-06-18 19:45:00,-35.1745392,149.1676058,697392.549,6105449.353,647.79,3,18,1,6,"Field","Free",2018-06-18 19:45:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 07:45:00",2018-06-18,169,12,"Baseline",1,"Regrowth, modified native vegetation","Regrowth","Inside"
"457",2167,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 10:00:00,2018-06-18 20:00:00,-35.1746263,149.167525,697384.979,6105439.852,651.43,2,18,1,6,"Field","Free",2018-06-18 20:00:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 08:00:00",2018-06-18,169,12,"Baseline",1,"Regrowth, modified native vegetation","Regrowth","Inside"
"458",2169,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 10:30:00,2018-06-18 20:30:00,-35.1756824,149.1645129,697108.089,6105328.68,646.6,33,24,1.2,6,"Field","Free",2018-06-18 20:30:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 08:30:00",2018-06-18,169,12,"Baseline",34,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"459",2170,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 10:45:00,2018-06-18 20:45:00,-35.1759479,149.1639918,697059.987,6105300.262,646.46,11,17.5,1.2,6,"Field","Free",2018-06-18 20:45:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 08:45:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"460",2171,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 11:00:00,2018-06-18 21:00:00,-35.1760833,149.1631806,696985.778,6105286.851,651.19,14,17,1.4,6,"Field","Free",2018-06-18 21:00:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 09:00:00",2018-06-18,169,12,"Baseline",34,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"461",2176,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 12:15:00,2018-06-18 22:15:00,-35.1740243,149.162381,696917.921,6105516.832,655.94,1,23,2,5,"Field","Free",2018-06-18 22:15:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 10:15:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"462",2177,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 12:30:00,2018-06-18 22:30:00,-35.1739776,149.1624318,696922.66,6105521.912,654.61,1,22,1.4,5,"Field","Free",2018-06-18 22:30:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 10:30:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"463",2178,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 12:45:00,2018-06-18 22:45:00,-35.1741426,149.1624246,696921.606,6105503.623,649.47,1,24.5,1.6,5,"Field","Free",2018-06-18 22:45:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 10:45:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"464",2179,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 13:00:00,2018-06-18 23:00:00,-35.1740229,149.1625165,696930.265,6105516.719,659.64,5,23,1.4,6,"Field","Free",2018-06-18 23:00:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 11:00:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"465",2180,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 13:15:00,2018-06-18 23:15:00,-35.1741334,149.1624153,696920.781,6105504.662,642.24,6,21.5,1.8,5,"Field","Free",2018-06-18 23:15:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 11:15:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"466",2181,4,35,"D716","Eevee","Fawn","Resident",2018-06-19 13:30:00,2018-06-18 23:30:00,-35.1740949,149.1625034,696928.898,6105508.759,660.45,5,21.5,2.6,5,"Field","Free",2018-06-18 23:30:00,2018-06-18,2018-06-18,"13.3","2.2000000000000002","0.2",23.9,"Yes","2018-06-18 11:30:00",2018-06-18,169,12,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"467",2219,4,35,"D716","Eevee","Fawn","Resident",2018-06-20 08:45:00,2018-06-19 18:45:00,-35.1742101,149.1642582,697088.447,6105492.502,651,14,28.5,1.2,7,"Field","Free",2018-06-19 18:45:00,2018-06-19,2018-06-19,"12.8","3","0.2",34.4,"Yes","2018-06-19 06:45:00",2018-06-19,170,13,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"468",2220,4,35,"D716","Eevee","Fawn","Resident",2018-06-20 09:00:00,2018-06-19 19:00:00,-35.1741972,149.1642675,697089.325,6105493.914,656.5,6,26.5,1.2,7,"Field","Free",2018-06-19 19:00:00,2018-06-19,2018-06-19,"12.8","3","0.2",34.4,"Yes","2018-06-19 07:00:00",2018-06-19,170,13,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"469",2222,4,35,"D716","Eevee","Fawn","Resident",2018-06-20 09:30:00,2018-06-19 19:30:00,-35.1745026,149.1676904,697400.343,6105453.245,653.55,5,17,1.8,5,"Field","Free",2018-06-19 19:30:00,2018-06-19,2018-06-19,"12.8","3","0.2",34.4,"Yes","2018-06-19 07:30:00",2018-06-19,170,13,"Baseline",1,"Regrowth, modified native vegetation","Regrowth","Inside"
"470",2244,4,35,"D716","Eevee","Fawn","Resident",2018-06-20 15:00:00,2018-06-20 01:00:00,-35.1734021,149.1622691,696909.23,6105586.072,653.21,22,18.5,2.2,5,"Field","Free",2018-06-20 01:00:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-19 13:00:00",2018-06-19,170,13,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"471",2263,4,35,"D716","Eevee","Fawn","Resident",2018-06-20 19:45:00,2018-06-20 05:45:00,-35.1675237,149.168953,697532.228,6106224.88,677.82,38,22.5,1.6,5,"Field","Free",2018-06-20 05:45:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-19 17:45:00",2018-06-19,170,13,"Baseline",49,"Tussock Grasslands","Grassland","Inside"
"472",2278,4,35,"D716","Eevee","Fawn","Resident",2018-06-21 09:15:00,2018-06-20 19:15:00,-35.1740714,149.1623739,696917.16,6105511.622,641.58,34,20,2.4,5,"Field","Free",2018-06-20 19:15:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-20 07:15:00",2018-06-20,171,14,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"473",2279,4,35,"D716","Eevee","Fawn","Resident",2018-06-21 09:30:00,2018-06-20 19:30:00,-35.1741447,149.1624058,696919.889,6105503.428,650.88,2,20,2.4,5,"Field","Free",2018-06-20 19:30:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-20 07:30:00",2018-06-20,171,14,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"474",2310,4,35,"D716","Eevee","Fawn","Resident",2018-06-21 17:15:00,2018-06-21 03:15:00,-35.1742023,149.1642262,697085.551,6105493.43,653.95,35,21.5,1.8,5,"Field","Free",2018-06-21 03:15:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-20 15:15:00",2018-06-20,171,14,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"475",2311,4,35,"D716","Eevee","Fawn","Resident",2018-06-21 17:30:00,2018-06-21 03:30:00,-35.1715811,149.163727,697046.412,6105785.18,651.76,12,17,1.6,5,"Field","Free",2018-06-21 03:30:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-20 15:30:00",2018-06-20,171,14,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"476",2332,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 08:30:00,2018-06-21 18:30:00,-35.1740971,149.1624321,696922.399,6105508.656,649.69,3,22.5,0.8,8,"Field","Free",2018-06-21 18:30:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:30:00",2018-06-21,172,15,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"477",2333,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 08:45:00,2018-06-21 18:45:00,-35.1740151,149.1625856,696936.578,6105517.448,688.63,2,18.5,0.8,8,"Field","Free",2018-06-21 18:45:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:45:00",2018-06-21,172,15,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"478",2363,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 16:15:00,2018-06-22 02:15:00,-35.1718781,149.1627352,696955.36,6105754.2,664.03,6,18,1.6,5,"Field","Free",2018-06-22 02:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 14:15:00",2018-06-21,172,15,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"479",2366,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 17:00:00,2018-06-22 03:00:00,-35.171791,149.1622233,696908.945,6105764.876,649.96,33,21.5,2,5,"Field","Free",2018-06-22 03:00:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 15:00:00",2018-06-21,172,15,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"480",2367,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 17:15:00,2018-06-22 03:15:00,-35.171648,149.1614393,696837.882,6105782.291,688.1,16,17.5,1.6,5,"Field","Free",2018-06-22 03:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 15:15:00",2018-06-21,172,15,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"481",2368,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 17:30:00,2018-06-22 03:30:00,-35.1718731,149.1626601,696948.532,6105754.904,654.39,14,18,1.6,5,"Field","Free",2018-06-22 03:30:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 15:30:00",2018-06-21,172,15,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"482",2369,4,35,"D716","Eevee","Fawn","Resident",2018-06-22 17:45:00,2018-06-22 03:45:00,-35.1722575,149.1630047,696978.991,6105711.581,677.19,2,17.5,2,5,"Field","Free",2018-06-22 03:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 15:45:00",2018-06-21,172,15,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"483",2386,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 07:45:00,2018-06-22 17:45:00,-35.1740618,149.1623453,696914.578,6105512.743,656.98,36,21,1.8,5,"Field","Free",2018-06-22 17:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 05:45:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"484",2387,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 08:00:00,2018-06-22 18:00:00,-35.1739128,149.1622336,696904.764,6105529.493,676.98,25,24.5,1.8,5,"Field","Free",2018-06-22 18:00:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:00:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"485",2388,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 08:15:00,2018-06-22 18:15:00,-35.1741487,149.1624564,696924.488,6105502.884,660.65,11,26,1.8,5,"Field","Free",2018-06-22 18:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:15:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"486",2394,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 09:45:00,2018-06-22 19:45:00,-35.1740689,149.1624131,696920.737,6105511.822,655.87,51,25,1.2,5,"Field","Free",2018-06-22 19:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 07:45:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"487",2396,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 10:15:00,2018-06-22 20:15:00,-35.1718493,149.1629005,696970.485,6105757.068,680.7,1,18,1.4,5,"Field","Free",2018-06-22 20:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 08:15:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"488",2397,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 10:30:00,2018-06-22 20:30:00,-35.1718961,149.1626846,696950.708,6105752.304,655.98,5,18,1.6,5,"Field","Free",2018-06-22 20:30:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 08:30:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"489",2398,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 10:45:00,2018-06-22 20:45:00,-35.1719468,149.1626716,696949.401,6105746.706,647.99,3,19,1.8,5,"Field","Free",2018-06-22 20:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 08:45:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"490",2416,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 15:15:00,2018-06-23 01:15:00,-35.1729002,149.1629269,696970.354,6105640.443,662.8,36,23.5,1.4,5,"Field","Free",2018-06-23 01:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 13:15:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"491",2417,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 15:30:00,2018-06-23 01:30:00,-35.1719104,149.1630442,696983.427,6105750.005,650.26,1,19,1.6,5,"Field","Free",2018-06-23 01:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 13:30:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"492",2418,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 15:45:00,2018-06-23 01:45:00,-35.1716954,149.1627252,696954.89,6105774.486,678.9,8,23.5,1.8,5,"Field","Free",2018-06-23 01:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 13:45:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"493",2419,4,35,"D716","Eevee","Fawn","Resident",2018-06-23 16:00:00,2018-06-23 02:00:00,-35.1719164,149.1626241,696945.148,6105750.172,670.14,5,20.5,2,5,"Field","Free",2018-06-23 02:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 14:00:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"494",2447,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 08:45:00,2018-06-23 18:45:00,-35.1731623,149.1621441,696898.423,6105612.92,668.41,38,28.5,2,5,"Field","Free",2018-06-23 18:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 06:45:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"495",2468,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 14:00:00,2018-06-24,-35.1682321,149.16585,697247.873,6106152.461,686.05,1,18.5,1.6,5,"Field","Free",2018-06-24,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:00:00",2018-06-23,174,17,"Baseline",27,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"496",2469,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 14:15:00,2018-06-24 00:15:00,-35.1696014,149.1649205,697159.901,6106002.414,683.99,3,21.5,1.8,5,"Field","Free",2018-06-24 00:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:15:00",2018-06-23,174,17,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"497",2470,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 14:30:00,2018-06-24 00:30:00,-35.1690306,149.1648238,697152.472,6106065.922,671.43,3,19.5,1.8,5,"Field","Free",2018-06-24 00:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:30:00",2018-06-23,174,17,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"498",2475,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 15:45:00,2018-06-24 01:45:00,-35.1717691,149.1626369,696946.67,6105766.486,677.72,1,20,2.2,5,"Field","Free",2018-06-24 01:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 13:45:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"499",2476,4,35,"D716","Eevee","Fawn","Resident",2018-06-24 16:00:00,2018-06-24 02:00:00,-35.1710525,149.1623779,696924.808,6105846.489,675.97,6,17,1,7,"Field","Free",2018-06-24 02:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 14:00:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"500",2500,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 07:45:00,2018-06-24 17:45:00,-35.1684089,149.1683541,697475.535,6106127.878,668.63,39,24.5,1.2,6,"Field","Free",2018-06-24 17:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 05:45:00",2018-06-24,175,18,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"501",2501,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 08:00:00,2018-06-24 18:00:00,-35.1720681,149.1626581,696947.879,6105733.277,674.04,16,19,1.2,6,"Field","Free",2018-06-24 18:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:00:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"502",2502,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 08:15:00,2018-06-24 18:15:00,-35.1739999,149.1623281,696913.161,6105519.644,663.25,12,21,1.2,6,"Field","Free",2018-06-24 18:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:15:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"503",2503,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 08:30:00,2018-06-24 18:30:00,-35.1718819,149.1627013,696952.263,6105753.846,665.16,2,19.5,1.2,6,"Field","Free",2018-06-24 18:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:30:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"504",2505,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 09:00:00,2018-06-24 19:00:00,-35.1728518,149.1642269,697088.876,6105643.235,696.47,1,18,1.2,5,"Field","Free",2018-06-24 19:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 07:00:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"505",2506,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 09:15:00,2018-06-24 19:15:00,-35.1742234,149.164217,697084.662,6105491.108,641.96,2,21.5,2,5,"Field","Free",2018-06-24 19:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 07:15:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"506",2507,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 09:30:00,2018-06-24 19:30:00,-35.1741693,149.1642563,697088.372,6105497.031,652.21,34,25.5,1.8,6,"Field","Free",2018-06-24 19:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 07:30:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"507",2508,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 09:45:00,2018-06-24 19:45:00,-35.1741779,149.1642488,697087.668,6105496.092,649.11,2,22.5,1.8,6,"Field","Free",2018-06-24 19:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 07:45:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"508",2509,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 10:00:00,2018-06-24 20:00:00,-35.1741605,149.1642394,697086.854,6105498.041,648.38,3,24.5,2.2,5,"Field","Free",2018-06-24 20:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 08:00:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"509",2527,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 14:30:00,2018-06-25 00:30:00,-35.1742154,149.1641887,697082.104,6105492.052,643.22,35,22.5,1.6,6,"Field","Free",2018-06-25 00:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:30:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"510",2528,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 14:45:00,2018-06-25 00:45:00,-35.1732503,149.1651976,697176.326,6105597.106,670.18,9,19.5,1.8,6,"Field","Free",2018-06-25 00:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:45:00",2018-06-24,175,18,"Baseline",47,"Regrowth, modified native vegetation","Regrowth","Inside"
"511",2529,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 15:00:00,2018-06-25 01:00:00,-35.1715977,149.1667334,697320.203,6105777.375,643.94,2,18,2,5,"Field","Free",2018-06-25 01:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:00:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"512",2531,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 15:30:00,2018-06-25 01:30:00,-35.1700063,149.1665348,697305.961,6105954.297,656.68,34,26,1.2,6,"Field","Free",2018-06-25 01:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:30:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
"513",2532,4,35,"D716","Eevee","Fawn","Resident",2018-06-25 15:45:00,2018-06-25 01:45:00,-35.1699538,149.1665744,697309.695,6105960.042,652.79,12,27.5,1.4,5,"Field","Free",2018-06-25 01:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:45:00",2018-06-24,175,18,"Baseline",22,"Tussock Grasslands","Grassland","Inside"
